order_id,customer_id,order_date,order_time,delivered_date,delivered_time,delivery_address,driver_id,total_price,delivery_fee,discount,final_price,order_rating
5649,3805,6/14/2022 0:00,3:35:00,6/14/2022,3:55:00,49 Maple Lane,78,5,5,0,10,5
5650,7968,6/14/2022 0:00,3:56:00,6/14/2022,4:16:00,18 Springdale Road,21,13,5,0,18,5
5651,1262,6/14/2022 0:00,4:00:00,6/14/2022,4:18:00,52 Sunnyside Road,182,13,5,0,18,2.9439518205511885
5652,2311,6/14/2022 0:00,4:03:00,6/14/2022,4:19:00,56 Riverside Drive,190,5,5,0,10,4.870639445988296
5653,9591,6/14/2022 0:00,4:04:00,6/14/2022,4:21:00,21 Eastwood Drive,65,9,5,0,14,3.3500187224068827
5654,5213,6/14/2022 0:00,4:04:00,6/14/2022,4:22:00,7 Maple Avenue,139,33,0,6.6000000000000005,26.4,5
5655,2071,6/14/2022 0:00,4:09:00,6/14/2022,4:27:00,66 Riverside Drive,234,9,5,0,14,4.85987278250332
5656,8511,6/14/2022 0:00,4:10:00,6/14/2022,4:30:00,11 Jefferson Street,160,10,5,1,14,5
5657,8207,6/14/2022 0:00,4:17:00,6/14/2022,4:30:00,49 Northview Road,7,11,5,0,16,3.3183876150283926
5658,6585,6/14/2022 0:00,4:18:00,6/14/2022,4:33:00,37 Meadowbrook Road,136,150,0,30,120,5
5659,4019,6/14/2022 0:00,4:18:00,6/14/2022,4:39:00,76 Lincoln Circle,66,12,5,0,17,4.064360267665573
5660,9619,6/14/2022 0:00,4:23:00,6/14/2022,4:45:00,26 Grant Avenue,111,144,0,28.8,115.2,4.496914770046296
5661,6736,6/14/2022 0:00,4:25:00,6/14/2022,4:46:00,36 Oak Hill Drive,68,60,0,12,48,4.061327810383197
5662,9231,6/14/2022 0:00,4:26:00,6/14/2022,4:47:00,41 Linden Lane,192,9,5,0,14,3.29810622496778
5663,2437,6/14/2022 0:00,4:38:00,6/14/2022,4:50:00,6 Northview Road,72,47,0,0,47,4.641024901525519
5664,8367,6/14/2022 0:00,4:39:00,6/14/2022,5:01:00,35 Grant Street,14,6,5,0.6000000000000001,10.4,3.1573531716704006
5665,7970,6/14/2022 0:00,4:40:00,6/14/2022,5:05:00,55 Birch Lane,56,12,5,0,17,5
5666,1996,6/14/2022 0:00,4:47:00,6/14/2022,5:09:00,16 Ridgewood Road,72,14,5,0,19,2.8435776065619387
5667,5625,6/14/2022 0:00,4:48:00,6/14/2022,5:15:00,36 Cedar Road,3,42,0,8.4,33.6,3.0198110600376573
5668,5640,6/14/2022 0:00,4:49:00,6/14/2022,5:16:00,76 Chestnut Avenue,86,30,0,6,24,5
5669,9008,6/14/2022 0:00,4:52:00,6/14/2022,5:21:00,43 Meadow Lane,21,3,5,0,8,2.9746787758194557
5670,4037,6/14/2022 0:00,4:57:00,6/14/2022,5:24:00,71 Oakwood Drive,175,5,5,0,10,3.8012123515199434
5671,5653,6/14/2022 0:00,4:58:00,6/14/2022,5:25:00,76 Hillcrest Avenue,161,9,5,0,14,5
5672,6075,6/14/2022 0:00,5:11:00,6/14/2022,5:26:00,42 Hillcrest Drive,138,13,5,0,18,4.6000273862468575
5673,2552,6/14/2022 0:00,5:12:00,6/14/2022,5:26:00,42 Lexington Place,31,14,5,1.4,17.6,5
5674,1706,6/14/2022 0:00,5:14:00,6/14/2022,5:30:00,55 Fairmount Road,211,51,0,10.2,40.8,3.1927782761299515
5675,799,6/14/2022 0:00,5:15:00,6/14/2022,5:31:00,53 Columbus Lane,181,16,5,1.6,19.4,5
5676,8773,6/14/2022 0:00,5:16:00,6/14/2022,5:37:00,28 Elm Street,76,42,0,8.4,33.6,5
5677,4831,6/14/2022 0:00,5:21:00,6/14/2022,5:39:00,43 Cedar Court,205,12,5,0,17,4.109125580733462
5678,2312,6/14/2022 0:00,5:27:00,6/14/2022,5:41:00,72 Highland Road,146,144,0,28.8,115.2,5
5679,9122,6/14/2022 0:00,5:27:00,6/14/2022,5:52:00,59 Lakeview Drive,27,21,3,4.2,19.8,5
5680,9782,6/14/2022 0:00,5:37:00,6/14/2022,5:54:00,6 Linden Lane,190,21,3,4.2,19.8,4.54537286622084
5681,4797,6/14/2022 0:00,5:39:00,6/14/2022,5:54:00,52 Fairview Avenue,173,36,0,7.2,28.8,3.3292961859999286
5682,1345,6/14/2022 0:00,5:48:00,6/14/2022,6:08:00,7 Greystone Terrace,127,39,0,7.800000000000001,31.2,5
5683,7807,6/14/2022 0:00,5:51:00,6/14/2022,6:19:00,44 Rosedale Avenue,140,33,0,6.6000000000000005,26.4,4.514808392578493
5684,2335,6/14/2022 0:00,5:54:00,6/14/2022,6:20:00,21 Walnut Avenue,194,24,3,4.800000000000001,22.2,4.524239677881804
5685,7233,6/14/2022 0:00,6:02:00,6/14/2022,6:21:00,48 Jefferson Avenue,71,28,2.5,2.8000000000000003,27.7,5
5686,3802,6/14/2022 0:00,6:04:00,6/14/2022,6:22:00,23 Brookdale Avenue,159,30,0,6,24,2.8526375727058406
5687,1320,6/14/2022 0:00,6:05:00,6/14/2022,6:23:00,8 Eastlake Drive,136,48,0,0,48,4.492284037387037
5688,6872,6/14/2022 0:00,6:08:00,6/14/2022,6:23:00,67 Cedar Terrace,128,7,5,0,12,3.645356845872315
5689,3618,6/14/2022 0:00,6:11:00,6/14/2022,6:26:00,57 Walnut Avenue,233,21,3,4.2,19.8,3.726569034911927
5690,3237,6/14/2022 0:00,6:13:00,6/14/2022,6:35:00,40 Pleasant Street,145,40,0,4,36,2.7058787053834163
5691,1015,6/14/2022 0:00,6:25:00,6/14/2022,6:36:00,52 Eastlake Drive,173,7,5,0,12,4.171319521974089
5692,9275,6/14/2022 0:00,6:26:00,6/14/2022,6:40:00,31 Garden Avenue,152,5,5,0,10,5
5693,4230,6/14/2022 0:00,6:27:00,6/14/2022,6:47:00,36 Greystone Terrace,73,19,5,0,24,5
5694,5542,6/14/2022 0:00,6:29:00,6/14/2022,6:50:00,42 Greenfield Terrace,74,27,2.5,5.4,24.1,5
5695,7285,6/14/2022 0:00,6:32:00,6/14/2022,6:51:00,69 Riverside Drive,236,13,5,0,18,4.351672920702033
5696,2938,6/14/2022 0:00,6:33:00,6/14/2022,6:52:00,28 Hudson Terrace,87,24,3,4.800000000000001,22.2,5
5697,7719,6/14/2022 0:00,6:35:00,6/14/2022,6:54:00,50 Hudson Terrace,201,14,5,1.4,17.6,2.7528012529214947
5698,7058,6/14/2022 0:00,6:39:00,6/14/2022,6:59:00,11 Cherry Hill Road,17,30,0,3,27,3.6397673382136806
5699,5617,6/14/2022 0:00,6:42:00,6/14/2022,7:02:00,63 Briarwood Court,156,9,5,0,14,3.535008523796838
5700,4232,6/14/2022 0:00,6:48:00,6/14/2022,7:05:00,10 Birch Lane,65,33,0,6.6000000000000005,26.4,3.357917004240332
5701,9583,6/14/2022 0:00,6:51:00,6/14/2022,7:13:00,26 Linden Lane,182,3,5,0,8,2.757840008446914
5702,2909,6/14/2022 0:00,6:53:00,6/14/2022,7:15:00,78 Oakdale Drive,133,38,0,3.8,34.2,4.480640523757135
5703,4206,6/14/2022 0:00,6:54:00,6/14/2022,7:21:00,46 Hickory Lane,229,24,3,4.800000000000001,22.2,4.363625893596455
5704,9394,6/14/2022 0:00,6:59:00,6/14/2022,7:23:00,78 Linden Avenue,240,100,0,10,90,2.626185535182145
5705,4795,6/14/2022 0:00,7:00:00,6/14/2022,7:29:00,30 Elmwood Place,83,36,0,7.2,28.8,2.9582477462500614
5706,4327,6/14/2022 0:00,7:10:00,6/14/2022,7:33:00,56 Greenfield Terrace,237,16,5,0,21,3.318658944023329
5707,9689,6/14/2022 0:00,7:13:00,6/14/2022,7:35:00,4 Oakdale Drive,236,9,5,1.8,12.2,5
5708,9575,6/14/2022 0:00,7:13:00,6/14/2022,7:39:00,45 Cedar Lane,119,4,5,0,9,3.3881856811237774
5709,2270,6/14/2022 0:00,7:14:00,6/14/2022,7:43:00,45 Vine Street,160,7,5,0,12,5
5710,9466,6/14/2022 0:00,7:36:00,6/14/2022,7:49:00,51 Madison Avenue,211,3,5,0,8,3.552743100000629
5711,2863,6/14/2022 0:00,7:39:00,6/14/2022,7:56:00,37 Cherry Hill Road,219,14,5,1.4,17.6,5
5712,5700,6/14/2022 0:00,7:54:00,6/14/2022,8:07:00,70 Madison Court,43,7,5,0,12,5
5713,3637,6/14/2022 0:00,7:55:00,6/14/2022,8:12:00,57 Lincoln Avenue,205,20,3,2,21,4.670191911203673
5714,2173,6/14/2022 0:00,7:57:00,6/14/2022,8:12:00,41 Kingston Way,173,18,5,1.8,21.2,2.9945312146418166
5715,7183,6/14/2022 0:00,7:59:00,6/14/2022,8:15:00,58 Sycamore Street,207,16,5,0,21,4.484903955613502
5716,4094,6/14/2022 0:00,8:02:00,6/14/2022,8:17:00,64 Locust Street,221,32,0,3.2,28.8,3.72768220396308
5717,7240,6/14/2022 0:00,8:03:00,6/14/2022,8:20:00,23 Briarwood Court,104,16,5,1.6,19.4,5
5718,1976,6/14/2022 0:00,8:05:00,6/14/2022,8:21:00,61 Parkview Road,188,27,2.5,5.4,24.1,3.1062745427085043
5719,2543,6/14/2022 0:00,8:05:00,6/14/2022,8:22:00,31 Riverside Drive West,224,9,5,0,14,2.545182721367743
5720,8396,6/14/2022 0:00,8:05:00,6/14/2022,8:23:00,10 Kingston Way,69,39,0,7.800000000000001,31.2,5
5721,3064,6/14/2022 0:00,8:07:00,6/14/2022,8:27:00,5 Garden Avenue,150,5,5,0,10,3.756544916656921
5722,4593,6/14/2022 0:00,8:12:00,6/14/2022,8:29:00,43 Sunnyside Road,151,24,3,4.800000000000001,22.2,3.981802890828834
5723,3566,6/14/2022 0:00,8:19:00,6/14/2022,8:35:00,7 Pineview Lane,142,9,5,1.8,12.2,2.5173743838146607
5724,7515,6/14/2022 0:00,8:20:00,6/14/2022,8:45:00,63 Hickory Drive,70,30,0,6,24,3.771395375807781
5725,8232,6/14/2022 0:00,8:20:00,6/14/2022,8:45:00,74 Belmont Avenue,48,5,5,0,10,4.844646485984697
5726,4419,6/14/2022 0:00,8:22:00,6/14/2022,8:46:00,64 Hickory Drive,166,27,2.5,5.4,24.1,3.2979213255787263
5727,6298,6/14/2022 0:00,8:23:00,6/14/2022,8:47:00,17 Belmont Avenue,20,51,0,10.2,40.8,2.788971120922892
5728,4817,6/14/2022 0:00,8:26:00,6/14/2022,8:48:00,63 Maplewood Road,168,36,0,7.2,28.8,5
5729,4825,6/14/2022 0:00,8:34:00,6/14/2022,8:49:00,31 Holly Avenue,185,92,0,9.2,82.8,4.354805849639764
5730,9276,6/14/2022 0:00,8:35:00,6/14/2022,8:51:00,47 Magnolia Avenue,159,48,0,0,48,4.414539973868816
5731,7070,6/14/2022 0:00,8:35:00,6/14/2022,8:53:00,18 Hillside Avenue,125,18,5,1.8,21.2,4.398039789689442
5732,9287,6/14/2022 0:00,8:35:00,6/14/2022,8:56:00,76 Sunnyside Road,125,14,5,1.4,17.6,5
5733,4070,6/14/2022 0:00,8:35:00,6/14/2022,8:56:00,61 Oakdale Court,158,102,0,20.4,81.6,5
5734,8917,6/14/2022 0:00,8:39:00,6/14/2022,8:57:00,2 Hillcrest Avenue,227,30,0,3,27,5
5735,4734,6/14/2022 0:00,8:41:00,6/14/2022,8:57:00,38 Locust Street,208,7,5,0,12,5
5736,301,6/14/2022 0:00,8:46:00,6/14/2022,9:02:00,30 Oakdale Court,240,36,0,7.2,28.8,5
5737,4030,6/14/2022 0:00,8:46:00,6/14/2022,9:02:00,71 Locust Street,138,12,5,0,17,5
5738,5329,6/14/2022 0:00,8:47:00,6/14/2022,9:04:00,2 Lexington Place,34,24,3,4.800000000000001,22.2,5
5739,1138,6/14/2022 0:00,8:50:00,6/14/2022,9:12:00,59 Magnolia Avenue,17,3,5,0,8,3.3890049818027634
5740,4016,6/14/2022 0:00,8:52:00,6/14/2022,9:15:00,32 Valley View Road,72,16,5,1.6,19.4,4.903331463493185
5741,5671,6/14/2022 0:00,9:09:00,6/14/2022,9:21:00,76 Eastlake Drive,244,8,5,0.8,12.2,3.634276449702888
5742,4432,6/14/2022 0:00,9:11:00,6/14/2022,9:33:00,44 Pine Street,66,16,5,1.6,19.4,5
5743,605,6/14/2022 0:00,9:20:00,6/14/2022,9:38:00,5 Eastlake Drive,57,22,3,2.2,22.8,4.120354800467263
5744,2165,6/14/2022 0:00,9:25:00,6/14/2022,9:45:00,7 Parkview Road,146,5,5,0,10,3.409768937613251
5745,8105,6/14/2022 0:00,9:28:00,6/14/2022,9:47:00,79 Glenwood Drive,210,76,0,7.6,68.4,4.5512186687911305
5746,6536,6/14/2022 0:00,9:29:00,6/14/2022,9:47:00,76 Lincoln Avenue,76,4,5,0,9,4.461985167892645
5747,4914,6/14/2022 0:00,9:29:00,6/14/2022,9:55:00,69 Longview Road,246,5,5,0,10,2.8136000207054463
5748,6178,6/14/2022 0:00,9:30:00,6/14/2022,9:56:00,13 Pinehurst Drive,233,9,5,0,14,5
5749,6726,6/14/2022 0:00,9:38:00,6/14/2022,9:57:00,3 Birchwood Lane,230,38,0,0,38,5
5750,723,6/14/2022 0:00,9:39:00,6/14/2022,10:00:00,70 Laurel Lane,196,21,3,4.2,19.8,4.034635164701028
5751,9080,6/14/2022 0:00,9:39:00,6/14/2022,10:02:00,59 Maplewood Drive,160,21,3,4.2,19.8,5
5752,4185,6/14/2022 0:00,9:46:00,6/14/2022,10:06:00,2 Park Avenue,84,24,3,4.800000000000001,22.2,2.512760233332445
5753,4041,6/14/2022 0:00,9:47:00,6/14/2022,10:10:00,3 Riverside Drive West,137,100,0,10,90,4.309246899267027
5754,9520,6/14/2022 0:00,9:50:00,6/14/2022,10:15:00,66 Fairway Drive,34,15,5,3,17,2.584955434098858
5755,4487,6/14/2022 0:00,10:00:00,6/14/2022,10:16:00,68 Laurel Lane,85,3,5,0,8,5
5756,6408,6/14/2022 0:00,10:02:00,6/14/2022,10:24:00,79 Cedar Road,115,32,0,3.2,28.8,3.802605430037049
5757,7271,6/14/2022 0:00,10:04:00,6/14/2022,10:29:00,72 Pineview Lane,51,36,0,7.2,28.8,3.0685530997413286
5758,1371,6/14/2022 0:00,10:04:00,6/14/2022,10:29:00,31 Highland Road,83,5,5,0,10,2.9131634628428498
5759,6546,6/14/2022 0:00,10:11:00,6/14/2022,10:35:00,66 Highland Place,130,24,3,4.800000000000001,22.2,2.903955867124118
5760,3023,6/14/2022 0:00,10:13:00,6/14/2022,10:38:00,63 Madison Court,194,15,5,3,17,5
5761,2297,6/14/2022 0:00,10:15:00,6/14/2022,10:42:00,14 Pinehurst Drive,128,12,5,1.2000000000000002,15.8,4.770133357377473
5762,1735,6/14/2022 0:00,10:29:00,6/14/2022,10:49:00,30 Grant Avenue,101,50,0,0,50,3.4909929921082217
5763,374,6/14/2022 0:00,10:29:00,6/14/2022,10:49:00,65 Oakwood Drive,26,10,5,1,14,2.592053626251874
5764,3691,6/14/2022 0:00,10:29:00,6/14/2022,10:56:00,71 Meadowbrook Road,46,8,5,0,13,4.857585034968542
5765,3012,6/14/2022 0:00,10:31:00,6/14/2022,10:58:00,65 Kingston Way,81,102,0,20.4,81.6,3.227157547496608
5766,4557,6/14/2022 0:00,10:35:00,6/14/2022,11:02:00,79 Meadowbrook Road,103,11,5,0,16,4.318333909005228
5767,2443,6/14/2022 0:00,10:36:00,6/14/2022,11:03:00,40 Greenfield Avenue,140,6,5,0.6000000000000001,10.4,3.2088179862579
5768,6057,6/14/2022 0:00,10:39:00,6/14/2022,11:07:00,14 Ashland Avenue,248,7,5,0,12,3.6515747325900185
5769,5924,6/14/2022 0:00,10:40:00,6/14/2022,11:08:00,54 Ridgeview Drive,14,7,5,0,12,4.20647972222606
5770,6909,6/14/2022 0:00,10:41:00,6/14/2022,11:10:00,13 Cherrywood Drive,78,28,2.5,2.8000000000000003,27.7,3.6606129780400978
5771,7174,6/14/2022 0:00,10:53:00,6/14/2022,11:10:00,3 Eastwood Drive,156,10,5,1,14,4.153702520802998
5772,6826,6/14/2022 0:00,10:58:00,6/14/2022,11:15:00,45 Lincoln Avenue,203,24,3,4.800000000000001,22.2,4.3428925868944415
5773,7820,6/14/2022 0:00,11:00:00,6/14/2022,11:16:00,55 Lake Shore Drive,95,9,5,1.8,12.2,5
5774,6033,6/14/2022 0:00,11:02:00,6/14/2022,11:20:00,48 Pineview Road,202,20,3,2,21,5
5775,1655,6/14/2022 0:00,11:06:00,6/14/2022,11:22:00,58 Oakdale Drive,200,33,0,6.6000000000000005,26.4,2.595337581468974
5776,2257,6/14/2022 0:00,11:06:00,6/14/2022,11:24:00,46 Pineview Lane,194,3,5,0,8,2.942586840012261
5777,6118,6/14/2022 0:00,11:09:00,6/14/2022,11:35:00,35 Elmwood Place,247,22,3,2.2,22.8,4.904193922860358
5778,2666,6/14/2022 0:00,11:12:00,6/14/2022,11:36:00,48 Chestnut Avenue,205,30,0,6,24,3.875974664354447
5779,231,6/14/2022 0:00,11:17:00,6/14/2022,11:37:00,73 Greenfield Avenue,119,8,5,0,13,5
5780,6029,6/14/2022 0:00,11:19:00,6/14/2022,11:46:00,61 Glenwood Avenue,170,9,5,1.8,12.2,4.360241949668739
5781,2174,6/14/2022 0:00,11:25:00,6/14/2022,11:46:00,74 Sunnyside Avenue,167,6,5,0.6000000000000001,10.4,5
5782,1749,6/14/2022 0:00,11:31:00,6/14/2022,11:51:00,25 Newbury Way,103,21,3,4.2,19.8,5
5783,1304,6/14/2022 0:00,11:33:00,6/14/2022,11:51:00,49 Newbury Way,227,150,0,30,120,5
5784,6771,6/14/2022 0:00,11:36:00,6/14/2022,11:53:00,32 Hillside Avenue,124,66,0,13.2,52.8,5
5785,9627,6/14/2022 0:00,11:39:00,6/14/2022,11:54:00,7 Grant Avenue,206,50,0,0,50,5
5786,8522,6/14/2022 0:00,11:40:00,6/14/2022,12:00:00,4 Madison Court,100,18,5,1.8,21.2,5
5787,4329,6/14/2022 0:00,11:41:00,6/14/2022,12:00:00,50 Ridgeview Drive,33,18,5,1.8,21.2,3.9851884563346056
5788,4841,6/14/2022 0:00,11:41:00,6/14/2022,12:01:00,11 Grant Street,240,13,5,0,18,4.100220658292032
5789,8158,6/14/2022 0:00,11:44:00,6/14/2022,12:08:00,45 Madison Court,118,16,5,1.6,19.4,4.415076464517657
5790,3286,6/14/2022 0:00,11:45:00,6/14/2022,12:11:00,14 Oak Street,189,9,5,0,14,3.6717778779499857
5791,9003,6/14/2022 0:00,11:50:00,6/14/2022,12:12:00,49 Longview Road,42,26,2.5,2.6,25.9,3.5896572237394984
5792,3271,6/14/2022 0:00,11:58:00,6/14/2022,12:12:00,64 Greystone Terrace,208,12,5,1.2000000000000002,15.8,5
5793,333,6/14/2022 0:00,12:10:00,6/14/2022,12:20:00,50 Jefferson Street,159,24,3,2.4000000000000004,24.6,5
5794,7110,6/14/2022 0:00,12:14:00,6/14/2022,12:35:00,7 Walnut Street,53,38,0,3.8,34.2,4.370135931660178
5795,8887,6/14/2022 0:00,12:17:00,6/14/2022,12:38:00,54 Riverside Drive West,36,100,0,10,90,3.829965556055449
5796,5406,6/14/2022 0:00,12:20:00,6/14/2022,12:38:00,50 Maplewood Drive,184,24,3,4.800000000000001,22.2,3.0176086184841338
5797,5481,6/14/2022 0:00,12:20:00,6/14/2022,12:39:00,8 Birch Lane,101,24,3,2.4000000000000004,24.6,4.6522967144503085
5798,2806,6/14/2022 0:00,12:25:00,6/14/2022,12:43:00,67 Cedar Street,112,13,5,0,18,5
5799,8684,6/14/2022 0:00,12:28:00,6/14/2022,12:46:00,75 Maple Lane,118,7,5,0,12,3.996011242068647
5800,419,6/14/2022 0:00,12:34:00,6/14/2022,12:52:00,36 Broadview Avenue,197,17,5,0,22,5
5801,271,6/14/2022 0:00,12:38:00,6/14/2022,13:00:00,27 Highland Place,106,33,0,6.6000000000000005,26.4,5
5802,7856,6/14/2022 0:00,12:45:00,6/14/2022,13:07:00,7 Parkview Avenue,165,18,5,3.6,19.4,4.4746816806317256
5803,3617,6/14/2022 0:00,12:47:00,6/14/2022,13:09:00,61 Eastlake Drive,15,18,5,0,23,5
5804,3058,6/14/2022 0:00,12:49:00,6/14/2022,13:09:00,20 Grove Street,20,24,3,4.800000000000001,22.2,3.7892588516182713
5805,7196,6/14/2022 0:00,12:49:00,6/14/2022,13:11:00,48 Walnut Avenue,79,6,5,0.6000000000000001,10.4,5
5806,599,6/14/2022 0:00,12:54:00,6/14/2022,13:14:00,54 Linden Lane,199,150,0,30,120,2.530652882602186
5807,2814,6/14/2022 0:00,12:55:00,6/14/2022,13:14:00,63 Hudson Terrace,242,24,3,4.800000000000001,22.2,5
5808,2844,6/14/2022 0:00,12:56:00,6/14/2022,13:15:00,43 Ridgewood Road,62,28,2.5,2.8000000000000003,27.7,4.441943571371757
5809,4723,6/14/2022 0:00,12:58:00,6/14/2022,13:25:00,28 Walnut Street,94,14,5,0,19,4.008867766405796
5810,7736,6/14/2022 0:00,13:02:00,6/14/2022,13:26:00,73 Oak Hill Drive,210,12,5,1.2000000000000002,15.8,5
5811,2175,6/14/2022 0:00,13:06:00,6/14/2022,13:31:00,21 Kingston Way,31,47,0,0,47,2.9513697794832425
5812,4416,6/14/2022 0:00,13:14:00,6/14/2022,13:32:00,48 Greystone Terrace,42,13,5,0,18,3.5272220240282737
5813,379,6/14/2022 0:00,13:17:00,6/14/2022,13:34:00,29 Walnut Avenue,163,15,5,3,17,3.3617345255882096
5814,9123,6/14/2022 0:00,13:19:00,6/14/2022,13:36:00,8 Hillcrest Drive,144,12,5,0,17,3.4136819088459864
5815,2688,6/14/2022 0:00,13:27:00,6/14/2022,13:45:00,61 Beechwood Road,151,36,0,7.2,28.8,5
5816,599,6/14/2022 0:00,13:30:00,6/14/2022,13:45:00,54 Linden Lane,184,150,0,30,120,5
5817,1383,6/14/2022 0:00,13:30:00,6/14/2022,13:48:00,58 Forest Avenue,25,7,5,0,12,2.965395956082166
5818,83,6/14/2022 0:00,13:32:00,6/14/2022,13:52:00,34 Walnut Avenue,123,138,0,27.6,110.4,4.466930385607844
5819,2326,6/14/2022 0:00,13:34:00,6/14/2022,13:52:00,16 Newbury Way,127,6,5,0.6000000000000001,10.4,4.579053479515185
5820,1032,6/14/2022 0:00,13:34:00,6/14/2022,13:52:00,73 Walnut Avenue,96,48,0,9.6,38.4,3.4840905567106355
5821,3010,6/14/2022 0:00,13:35:00,6/14/2022,13:57:00,68 Greenfield Terrace,248,39,0,7.800000000000001,31.2,2.9373504699717423
5822,5695,6/14/2022 0:00,13:38:00,6/14/2022,13:57:00,41 Applewood Drive,194,14,5,1.4,17.6,5
5823,4766,6/14/2022 0:00,13:39:00,6/14/2022,13:59:00,46 Forest Avenue,156,28,2.5,2.8000000000000003,27.7,5
5824,9423,6/14/2022 0:00,13:47:00,6/14/2022,13:59:00,34 Cedar Road,66,48,0,9.6,38.4,4.753149504252372
5825,5648,6/14/2022 0:00,13:49:00,6/14/2022,14:05:00,3 Oakwood Drive,224,12,5,0,17,4.058858569554102
5826,1692,6/14/2022 0:00,13:51:00,6/14/2022,14:13:00,78 Parkside Lane,85,14,5,1.4,17.6,2.8527461159567413
5827,3631,6/14/2022 0:00,13:54:00,6/14/2022,14:13:00,52 Highland Road,211,30,0,6,24,4.07374868756577
5828,8256,6/14/2022 0:00,13:55:00,6/14/2022,14:17:00,76 Lexington Place,33,22,3,2.2,22.8,2.875751245163081
5829,8391,6/14/2022 0:00,14:00:00,6/14/2022,14:18:00,48 Hillside Avenue,6,50,0,0,50,4.84545389265123
5830,2970,6/14/2022 0:00,14:02:00,6/14/2022,14:18:00,26 Fairview Avenue,32,22,3,2.2,22.8,4.100073812028692
5831,7777,6/14/2022 0:00,14:03:00,6/14/2022,14:21:00,74 Grove Street,232,36,0,7.2,28.8,3.9061336032877847
5832,5316,6/14/2022 0:00,14:03:00,6/14/2022,14:23:00,15 Linden Lane,135,24,3,2.4000000000000004,24.6,5
5833,629,6/14/2022 0:00,14:07:00,6/14/2022,14:23:00,70 Applewood Drive,137,9,5,0,14,4.9852075272205205
5834,822,6/14/2022 0:00,14:12:00,6/14/2022,14:24:00,35 Highland Road,103,8,5,0,13,5
5835,5061,6/14/2022 0:00,14:13:00,6/14/2022,14:37:00,57 Fairmount Road,42,24,3,4.800000000000001,22.2,4.064420290722287
5836,9203,6/14/2022 0:00,14:21:00,6/14/2022,14:39:00,39 Eastlake Drive,29,24,3,4.800000000000001,22.2,5
5837,7845,6/14/2022 0:00,14:21:00,6/14/2022,14:41:00,3 Glenwood Drive,231,30,0,3,27,5
5838,2124,6/14/2022 0:00,14:23:00,6/14/2022,14:41:00,18 Hickory Lane,240,28,2.5,2.8000000000000003,27.7,5
5839,9057,6/14/2022 0:00,14:25:00,6/14/2022,14:43:00,44 Columbus Lane,149,50,0,0,50,3.5732144865295403
5840,798,6/14/2022 0:00,14:25:00,6/14/2022,14:49:00,63 Oakdale Drive,43,13,5,0,18,4.872310938157211
5841,5069,6/14/2022 0:00,14:25:00,6/14/2022,14:50:00,12 Lincoln Circle,224,6,5,0,11,5
5842,8516,6/14/2022 0:00,14:26:00,6/14/2022,14:50:00,76 High Street,19,10,5,1,14,3.2905152380297307
5843,7378,6/14/2022 0:00,14:29:00,6/14/2022,14:54:00,31 Pine Street,244,18,5,3.6,19.4,4.154230107221364
5844,2370,6/14/2022 0:00,14:34:00,6/14/2022,14:55:00,30 Yorktown Road,172,8,5,0,13,3.862018759265706
5845,1352,6/14/2022 0:00,14:39:00,6/14/2022,15:05:00,12 Hickory Lane,217,30,0,3,27,3.935396949802823
5846,7239,6/14/2022 0:00,14:51:00,6/14/2022,15:06:00,61 Locust Lane,138,16,5,1.6,19.4,3.8367928271047274
5847,5831,6/14/2022 0:00,14:51:00,6/14/2022,15:06:00,23 Belmont Avenue,220,10,5,1,14,2.511670001133241
5848,5737,6/14/2022 0:00,14:53:00,6/14/2022,15:07:00,4 Pinehurst Road,2,16,5,1.6,19.4,3.7120988990582338
5849,7362,6/14/2022 0:00,14:53:00,6/14/2022,15:11:00,43 Oak Street,209,12,5,0,17,2.7775649938301425
5850,6555,6/14/2022 0:00,14:55:00,6/14/2022,15:14:00,47 Greenfield Avenue,171,50,0,0,50,3.201938781655722
5851,6194,6/14/2022 0:00,14:56:00,6/14/2022,15:14:00,37 Sunset Drive,190,12,5,0,17,3.806754324872831
5852,4542,6/14/2022 0:00,14:57:00,6/14/2022,15:15:00,33 Holly Avenue,56,3,5,0,8,4.461669305061756
5853,6102,6/14/2022 0:00,14:59:00,6/14/2022,15:18:00,70 Pinehurst Road,128,10,5,1,14,4.74398246978008
5854,9025,6/14/2022 0:00,15:00:00,6/14/2022,15:20:00,47 High Street,237,8,5,0,13,4.743865944242694
5855,1006,6/14/2022 0:00,15:07:00,6/14/2022,15:22:00,75 Madison Avenue,234,9,5,1.8,12.2,3.141281691338377
5856,7660,6/14/2022 0:00,15:07:00,6/14/2022,15:23:00,31 Hillcrest Drive,129,48,0,9.6,38.4,5
5857,1467,6/14/2022 0:00,15:08:00,6/14/2022,15:24:00,66 Oakdale Drive,2,15,5,3,17,2.6575326537934965
5858,2503,6/14/2022 0:00,15:11:00,6/14/2022,15:34:00,57 Park Street,57,144,0,28.8,115.2,4.453624535858817
5859,3003,6/14/2022 0:00,15:16:00,6/14/2022,15:38:00,61 Elmwood Place,210,8,5,0,13,4.425187462263439
5860,9761,6/14/2022 0:00,15:22:00,6/14/2022,15:45:00,2 Ashland Avenue,8,33,0,6.6000000000000005,26.4,4.160509649869272
5861,830,6/14/2022 0:00,15:23:00,6/14/2022,15:51:00,62 Broad Street,234,13,5,0,18,3.093809183313676
